site,battery,discharge_rate,rte_charge,rte_discharge,max_rate,min_capacity,max_capacity,initial_soc,max_n_cycles
1,1,0.00043361760376205914,0.8092338594768799,0.8419194514403295,0.0007,0.0043409350203568045,0.03906841518321124,0.0043409350203568045,2
1,2,0.0006762595947537264,0.8186260211377672,0.868521950039676,0.0007,0.0038346096047342545,0.03451148644260829,0.0038346096047342545,2
1,3,0.00010009149985387592,0.8345560727043048,0.8204452249731518,0.0007,0.004117379656891503,0.03705641691202353,0.004117379656891503,2
1,4,0.0003418660581054718,0.8396767474230671,0.8878117436390945,0.0007,0.0032807738771904677,0.029526964894714208,0.0032807738771904677,2
1,5,0.00021740471265369044,0.8538816734003357,0.8027387593197927,0.0007,0.0033962029781697575,0.030565826803527815,0.0033962029781697575,2
2,1,0.00044879592171360294,0.8330334821003874,0.8621133832769295,0.0007,0.004570670295633347,0.04113603266070013,0.004570670295633347,2
2,2,0.00012074098546231307,0.8204648634037843,0.8529142094277039,0.0007,0.004707950585278978,0.0423715552675108,0.004707950585278978,2
2,3,0.0005397299823029673,0.8619270966350664,0.8134579945344934,0.0007,0.003988473674763856,0.035896263072874704,0.003988473674763856,2
2,4,0.0004482579140946215,0.8299654673674524,0.8513578121265747,0.0007,0.0046931229707149365,0.042238106736434425,0.0046931229707149365,2
2,5,0.0004362942416699912,0.8266827275102867,0.8184439865646915,0.0007,0.0031592909540181222,0.0284336185861631,0.0031592909540181222,2
3,1,0.0005406383220596604,0.8896293088933438,0.8029876210878567,0.0007,0.004181725634832702,0.03763553071349432,0.004181725634832702,2
3,2,0.0006665182580944839,0.8125585310463836,0.8456833224394711,0.0007,0.003047963764754331,0.027431673882788978,0.003047963764754331,2
3,3,0.00033272379113035545,0.8207242878138187,0.8649144047614761,0.0007,0.004117708175981764,0.03705937358383588,0.004117708175981764,2
3,4,0.0005086620841581304,0.805146720330083,0.8278487282647976,0.0007,0.0035185048938149305,0.031666544044334374,0.0035185048938149305,2
3,5,0.0008143575634781238,0.8440809843650636,0.8676254901980132,0.0007,0.0038302023940201394,0.03447182154618125,0.0038302023940201394,2
4,1,0.0008736238712109413,0.8216089495580376,0.8779382921793752,0.0007,0.0041946678878657185,0.037752010990791465,0.0041946678878657185,2
4,2,0.0005377857993405778,0.8976274454776242,0.8197685074600254,0.0007,0.00301797219533511,0.02716174975801599,0.00301797219533511,2
4,3,0.0008781474879719075,0.800623025520459,0.8862993235599222,0.0007,0.003773142565287259,0.033958283087585334,0.003773142565287259,2
4,4,0.0006718527949394917,0.8252982362383444,0.8983400677175313,0.0007,0.003088320115862999,0.027794881042766992,0.003088320115862999,2
4,5,0.0006581830596778166,0.8434791532404446,0.81638422414047,0.0007,0.004913305935428472,0.04421975341885625,0.004913305935428472,2
5,1,0.0002775945368717916,0.8611743862902645,0.8080741268764875,0.0007,0.0035481729239844498,0.03193355631586005,0.0035481729239844498,2
5,2,0.0007965858449419011,0.8765907856480316,0.873844029619897,0.0007,0.0038284700381621024,0.034456230343458925,0.0038284700381621024,2
5,3,0.00026537532427154114,0.8518417987872944,0.8441309222895953,0.0007,0.003592159865467296,0.03232943878920567,0.003592159865467296,2
5,4,0.0008348887263503372,0.8296800501576223,0.8158309867712652,0.0007,0.004257575817758967,0.038318182359830706,0.004257575817758967,2
5,5,0.0004907289510358633,0.8187721228661252,0.8879937031201279,0.0007,0.00415967562037909,0.03743708058341181,0.00415967562037909,2
6,1,0.0008142881211488013,0.8595052064206241,0.8438141426108874,0.0007,0.004980448542746834,0.0448240368847215,0.004980448542746834,2
6,2,0.00036558384424094175,0.8529817362192822,0.873588210634869,0.0007,0.004639716393843684,0.04175744754459315,0.004639716393843684,2
6,3,0.0007569832984462654,0.8418807428556655,0.8518036411999269,0.0007,0.0038264018696323623,0.03443761682669126,0.0038264018696323623,2
6,4,0.0001333573005801999,0.833540784927333,0.8578858600226158,0.0007,0.0047525353104132554,0.042772817793719296,0.0047525353104132554,2
6,5,0.00018612534394877434,0.8622519432196091,0.8645355095895594,0.0007,0.004647518865141043,0.04182766978626939,0.004647518865141043,2
7,1,0.00016104663149916573,0.8538495870410434,0.8679229996120941,0.0007,0.004819187055439229,0.043372683498953055,0.004819187055439229,2
7,2,0.0007239350337920917,0.8501120463659938,0.8803739036104375,0.0007,0.0034267707071598315,0.030840936364438482,0.0034267707071598315,2
7,3,0.0004507273851527148,0.8072051133359762,0.8380941133148538,0.0007,0.0039042479236353666,0.0351382313127183,0.0039042479236353666,2
7,4,0.0006787721422647529,0.8268438980101872,0.8065936346905905,0.0007,0.004862412039378044,0.04376170835440239,0.004862412039378044,2
7,5,0.0008823916095972821,0.8499882500825561,0.8288145599307994,0.0007,0.003049798455100696,0.02744818609590626,0.003049798455100696,2
8,1,0.000798743522233453,0.801139880427743,0.8555356473822331,0.0007,0.0038521835409523844,0.03466965186857146,0.0038521835409523844,2
8,2,0.0008748325302567456,0.8430468818292491,0.854338601754254,0.0007,0.0035781500560361753,0.03220335050432558,0.0035781500560361753,2
8,3,0.0007953556321711359,0.8402351360037366,0.8760895575602929,0.0007,0.004947710482400893,0.04452939434160803,0.004947710482400893,2
8,4,0.0005246845532444792,0.852267467135257,0.8712374574082091,0.0007,0.003667548091021341,0.033007932819192065,0.003667548091021341,2
8,5,0.00028618266238183255,0.8478391795802402,0.861968209610344,0.0007,0.0034376021216396564,0.030938419094756905,0.0034376021216396564,2
9,1,0.00010829932310855997,0.8218558675626079,0.8166776346532322,0.0007,0.004145519631138819,0.03730967668024937,0.004145519631138819,2
9,2,0.0005014996737189909,0.8418508180510453,0.8878559085532659,0.0007,0.0047960142364503,0.043164128128052696,0.0047960142364503,2
9,3,0.0004966186345073168,0.824810116841356,0.8950964031626717,0.0007,0.0043337979458392736,0.03900418151255346,0.0043337979458392736,2
9,4,0.00020706362316742126,0.8084059651165351,0.803874837583232,0.0007,0.004095675566092963,0.03686108009483667,0.004095675566092963,2
9,5,0.00021368886836363083,0.83454986400504,0.8699107391398762,0.0007,0.004404854848136111,0.039643693633225,0.004404854848136111,2
10,1,0.0007170565146133968,0.8224796645530849,0.8685359818367797,0.0007,0.004225052133658777,0.038025469202928985,0.004225052133658777,2
10,2,0.0001166015594875212,0.8198062864759624,0.8953393346194937,0.0007,0.0044435106348635995,0.03999159571377239,0.0044435106348635995,2
10,3,0.0006069185879410203,0.876053071219896,0.8003948266327915,0.0007,0.0035837521363412668,0.0322537692270714,0.0035837521363412668,2
10,4,0.0006990431060308895,0.8169110836562535,0.8512192263385777,0.0007,0.004835548245025887,0.04351993420523299,0.004835548245025887,2
