site,battery,discharge_rate,rte_charge,rte_discharge,max_rate,min_capacity,max_capacity,initial_soc,max_n_cycles
1,1,0.000433618,0.809233859,0.841919451,0.0007,0.004340935,0.039068415,0.004340935,2
1,2,0.00067626,0.818626021,0.86852195,0.0007,0.00383461,0.034511486,0.00383461,2
1,3,0.000100091,0.834556073,0.820445225,0.0007,0.00411738,0.037056417,0.00411738,2
1,4,0.000341866,0.839676747,0.887811744,0.0007,0.003280774,0.029526965,0.003280774,2
1,5,0.000217405,0.853881673,0.802738759,0.0007,0.003396203,0.030565827,0.003396203,2
2,1,0.000448796,0.833033482,0.862113383,0.0007,0.00457067,0.041136033,0.00457067,2
2,2,0.000120741,0.820464863,0.852914209,0.0007,0.004707951,0.042371555,0.004707951,2
2,3,0.00053973,0.861927097,0.813457995,0.0007,0.003988474,0.035896263,0.003988474,2
2,4,0.000448258,0.829965467,0.851357812,0.0007,0.004693123,0.042238107,0.004693123,2
2,5,0.000436294,0.826682728,0.818443987,0.0007,0.003159291,0.028433619,0.003159291,2
3,1,0.000540638,0.889629309,0.802987621,0.0007,0.004181726,0.037635531,0.004181726,2
3,2,0.000666518,0.812558531,0.845683322,0.0007,0.003047964,0.027431674,0.003047964,2
3,3,0.000332724,0.820724288,0.864914405,0.0007,0.004117708,0.037059374,0.004117708,2
3,4,0.000508662,0.80514672,0.827848728,0.0007,0.003518505,0.031666544,0.003518505,2
3,5,0.000814358,0.844080984,0.86762549,0.0007,0.003830202,0.034471822,0.003830202,2
4,1,0.000873624,0.82160895,0.877938292,0.0007,0.004194668,0.037752011,0.004194668,2
4,2,0.000537786,0.897627445,0.819768507,0.0007,0.003017972,0.02716175,0.003017972,2
4,3,0.000878147,0.800623026,0.886299324,0.0007,0.003773143,0.033958283,0.003773143,2
4,4,0.000671853,0.825298236,0.898340068,0.0007,0.00308832,0.027794881,0.00308832,2
4,5,0.000658183,0.843479153,0.816384224,0.0007,0.004913306,0.044219753,0.004913306,2
5,1,0.000277595,0.861174386,0.808074127,0.0007,0.003548173,0.031933556,0.003548173,2
5,2,0.000796586,0.876590786,0.87384403,0.0007,0.00382847,0.03445623,0.00382847,2
5,3,0.000265375,0.851841799,0.844130922,0.0007,0.00359216,0.032329439,0.00359216,2
5,4,0.000834889,0.82968005,0.815830987,0.0007,0.004257576,0.038318182,0.004257576,2
5,5,0.000490729,0.818772123,0.887993703,0.0007,0.004159676,0.037437081,0.004159676,2
6,1,0.000814288,0.859505206,0.843814143,0.0007,0.004980449,0.044824037,0.004980449,2
6,2,0.000365584,0.852981736,0.873588211,0.0007,0.004639716,0.041757448,0.004639716,2
6,3,0.000756983,0.841880743,0.851803641,0.0007,0.003826402,0.034437617,0.003826402,2
6,4,0.000133357,0.833540785,0.85788586,0.0007,0.004752535,0.042772818,0.004752535,2
6,5,0.000186125,0.862251943,0.86453551,0.0007,0.004647519,0.04182767,0.004647519,2
7,1,0.000161047,0.853849587,0.867923,0.0007,0.004819187,0.043372683,0.004819187,2
7,2,0.000723935,0.850112046,0.880373904,0.0007,0.003426771,0.030840936,0.003426771,2
7,3,0.000450727,0.807205113,0.838094113,0.0007,0.003904248,0.035138231,0.003904248,2
7,4,0.000678772,0.826843898,0.806593635,0.0007,0.004862412,0.043761708,0.004862412,2
7,5,0.000882392,0.84998825,0.82881456,0.0007,0.003049798,0.027448186,0.003049798,2
8,1,0.000798744,0.80113988,0.855535647,0.0007,0.003852184,0.034669652,0.003852184,2
8,2,0.000874833,0.843046882,0.854338602,0.0007,0.00357815,0.032203351,0.00357815,2
8,3,0.000795356,0.840235136,0.876089558,0.0007,0.00494771,0.044529394,0.00494771,2
8,4,0.000524685,0.852267467,0.871237457,0.0007,0.003667548,0.033007933,0.003667548,2
8,5,0.000286183,0.84783918,0.86196821,0.0007,0.003437602,0.030938419,0.003437602,2
9,1,0.000108299,0.821855868,0.816677635,0.0007,0.00414552,0.037309677,0.00414552,2
9,2,0.0005015,0.841850818,0.887855909,0.0007,0.004796014,0.043164128,0.004796014,2
9,3,0.000496619,0.824810117,0.895096403,0.0007,0.004333798,0.039004182,0.004333798,2
9,4,0.000207064,0.808405965,0.803874838,0.0007,0.004095676,0.03686108,0.004095676,2
9,5,0.000213689,0.834549864,0.869910739,0.0007,0.004404855,0.039643694,0.004404855,2
10,1,0.000717057,0.822479665,0.868535982,0.0007,0.004225052,0.038025469,0.004225052,2
10,2,0.000116602,0.819806286,0.895339335,0.0007,0.004443511,0.039991596,0.004443511,2
10,3,0.000606919,0.876053071,0.800394827,0.0007,0.003583752,0.032253769,0.003583752,2
10,4,0.000699043,0.816911084,0.851219226,0.0007,0.004835548,0.043519934,0.004835548,2
10,5,0.000498806,0.808833981,0.881262096,0.0007,0.004429152,0.039862364,0.004429152,2
