time,price_import,price_export,commitment_i,commitment_e
1,31.5,31.5,0.003869740155766515,0.0
2,59.89,59.89,0.0034778213704687905,0.0
3,29.32,29.32,0.002686658215101603,0.0
4,25.32,25.32,0.003469580087600655,0.0
5,14,14,0.003469580087600472,0.0
6,9.8,9.8,0.003152748546215111,0.0
7,14,14,0.0028835333058469556,0.0
8,12.14,12.14,0.002376236560391489,0.0
9,9.8,9.8,0.0030849868870748503,0.0
10,0,0,0.0025529662930140616,0.0
11,9.8,9.8,0.0030117310393555576,0.0
12,9.8,9.8,0.003116120622355419,0.0
13,31.52,31.52,0.0034118911075216927,0.0
14,31.52,31.52,0.003459507408539173,0.0
15,36.55,36.55,0.0022526173173654292,0.0
16,37.8,37.8,0.0029338967011539067,0.0
17,59,59,0.0,0.0037589406860914078
18,14,14,0.0,0.0038056412890125815
19,38.48,38.48,0.0,0.00969449574754003
20,58.65,58.65,0.0,0.010786007878556124
21,50,50,0.0,0.016033873669540476
22,37.73,37.73,0.0,0.016301257513715285
23,58.5,58.5,0.0,0.01965912243354379
24,58.5,58.5,0.0,0.019647218358289417
25,39.64,39.64,0.0,0.01909138961372053
26,39.65,39.65,0.0,0.017365298701837135
27,38.61,38.61,0.0,0.014495500867436431
28,45,45,0.0,0.015040341234848079
29,38.11,38.11,0.0,0.00979522253815375
30,38.1,38.1,0.0,0.010555251958240459
31,39.62,39.62,0.0,0.005526238012316948
32,39.25,39.25,0.0,0.004744231837914477
33,39.18,39.18,3.479652766634629e-05,0.0
34,58.45,58.45,0.0014220791438490804,0.0
35,58.69,58.69,0.005754246838343143,0.0
36,68,68,0.00511783666128231,0.0
37,68,68,0.007612198276121193,0.0
38,69.9,69.9,0.009107533267689566,0.0
39,71.9,71.9,0.007482169146419612,0.0
40,71.9,71.9,0.006669029236736391,0.0
41,74.25,74.25,0.006487721013631368,0.0
42,69.9,69.9,0.0067340438015873645,0.0
43,36.2,36.2,0.005866877704211231,0.0
44,33,33,0.0054090286559662255,0.0
45,30.55,30.55,0.005959363211956631,0.0
46,32,32,0.005692895065878312,0.0
47,31.7,31.7,0.005376979222589166,0.0
48,31.7,31.7,0.005348592581597976,0.0
